N,MSW93_Order,MSW93_Family,MSW93_Genus,MSW93_Species,MSW93_Binomial,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterBirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MRLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MRLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm
2605,Rodentia,Myoxidae,Myomimus,personatus,Myomimus_personatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81096,38.93,33.16,36.05,64.08,54.65,59.37,2,23.12,2,0.15,22.36,113.22,267.41,1024.42
2606,Rodentia,Myoxidae,Myomimus,roachi,Myomimus_roachi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19297,43.45,38.67,41.06,27.81,25.72,26.77,45,74.44,46,0.00454,49.37,118.07,469.99,891.21
2607,Rodentia,Myoxidae,Myomimus,setzeri,Myomimus_setzeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33101,34.88,32.35,33.61,48.27,45.82,47.04,26,52.41,26,0.1,29.41,148.3,335.74,1243.04
2608,Rodentia,Muridae,Myomys,albipes,Myomys_albipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393242,15.43,3.54,9.49,42.25,34.2,38.22,2,87.57,4,0.15,88.33,180.63,986.57,1433.86
2609,Rodentia,Muridae,Myomys,daltoni,Myomys_daltoni,NA,35,NA,NA,NA,152.08,NA,NA,NA,NA,27.67,NA,NA,NA,NA,5.45,2,NA,1.5,NA,1500,NA,118.32,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,1593644,14.44,8.21,11.32,26.99,-16.61,5.18,0,34.86,1,0.12,102.03,266.29,864.81,1611.26
2610,Rodentia,Muridae,Myomys,derooi,Myomys_derooi,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301233,11.36,4.83,8.09,4.88,-2.13,1.37,6,129.83,10,0.14,103.4,268.25,1149.19,1644.34
2611,Rodentia,Muridae,Myomys,fumatus,Myomys_fumatus,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344218,8.99,-7.11,0.94,44.71,31.84,38.28,1,36.37,1,0.12,59.53,231.5,838.49,1559.11
2612,Rodentia,Muridae,Myomys,ruppi,Myomys_ruppi,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290,6.72,5.37,6.05,37.85,36.9,37.37,38,102.66,38,0.14,68.48,199.9,1152.73,1267.26
2613,Rodentia,Muridae,Myomys,verreauxii,Myomys_verreauxii,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96937,-31.03,-34.83,-32.93,23.53,17.84,20.69,1,61.97,1,0.08,32.09,155.51,442.01,1178.77
2614,Rodentia,Muridae,Myomys,yemeni,Myomys_yemeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37194,19.82,15.27,17.55,44.55,41.87,43.21,10,73.33,14,0.21,17.08,175.69,283.83,1592.95
2615,Chiroptera,Pteropodidae,Myonycteris,brachycephala,Myonycteris_brachycephala,NA,NA,62.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,36.1,NA,NA,NA,863,0.41,0.02,0.22,6.76,6.47,6.61,144,144,144,0.11,NA,NA,NA,NA
2616,Chiroptera,Pteropodidae,Myonycteris,relicta,Myonycteris_relicta,NA,52.9,69.73,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,104213,-3.67,-9.34,-6.5,39.72,35.29,37.51,8,111.99,8,0.15,85.47,239.06,988.73,1565.96
2617,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris_torquata,1,44.5,60.99,99.52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,2,NA,11,30.4,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4944187,10.97,-11.07,-0.04,31.3,-10.88,10.21,0,35.77,1,0.12,139.14,244.29,1274.45,1551.97
2618,Rodentia,Dasyproctidae,Myoprocta,acouchy,Myoprocta_acouchy,3,944,NA,364.59,0,NA,502.7,914,2,NA,99,1,NA,NA,NA,1.97,NA,120,76.6,NA,6.06,NA,157.97,1,8,1,1,48.06,350,NA,NA,NA,NA,NA,1230427,6.89,-7.89,-0.5,-49.87,-61.79,-55.83,0,3.02,0,0.1,160.78,254.12,1432.48,1666.77
2619,Rodentia,Dasyproctidae,Myoprocta,exilis,Myoprocta_exilis,3,1250,NA,NA,0,NA,NA,NA,NA,NA,99,1,0.00855,0.00747,NA,2,NA,NA,NA,NA,NA,NA,NA,3,8,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,Chiroptera,Molossidae,Myopterus,daubentonii,Myopterus_daubentonii,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,18.7,NA,NA,NA,495507,14.3,1.5,7.9,30.4,-15.43,7.48,3,31.03,4,0.09,168.61,255.46,1103.13,1520.09
2621,Chiroptera,Molossidae,Myopterus,whitleyi,Myopterus_whitleyi,NA,11.5,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1143474,7.98,-5.87,1.05,32.6,-2.34,15.12,0,62.67,1,0.13,144.9,243.69,1363.9,1548.36
2622,Rodentia,Muridae,Myopus,schisticolor,Myopus_schisticolor,NA,30,NA,NA,11,60.83,93.45,26.4,NA,NA,23.74,NA,0.000767,0.000663,25,5.25,2,12,3.2,NA,NA,NA,32.25,NA,NA,NA,NA,19.68,13.1,NA,NA,NA,NA,NA,12452109,72.55,42.95,57.75,169.83,8.54,89.18,0,4.45,0,-0.02,31.17,-72.72,284.55,313.86
2623,Rodentia,Sciuridae,Myosciurus,pumilio,Myosciurus_pumilio,3,16.5,NA,69.5,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1.97,NA,NA,NA,NA,NA,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,366327,6.1,-2.04,2.03,14.07,7.86,10.97,1,35.19,1,0.05,180.04,243,1301.64,1511.8
2624,Insectivora,Soricidae,Myosorex,babaulti,Myosorex_babaulti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,-1.9,-2.27,-2.08,29.11,28.67,28.89,135,199,135,-0.00303,125.49,168.5,1377,1507.99
2625,Insectivora,Soricidae,Myosorex,blarina,Myosorex_blarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,0.46,0.27,0.37,29.97,29.81,29.89,139,139,139,0.16,123,158,1387,1572
2626,Insectivora,Soricidae,Myosorex,cafer,Myosorex_cafer,2,12.3,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,225920,-17.49,-33.64,-25.57,35.03,26.71,30.87,1,60.54,7,0.15,78.62,185.79,967.51,1298.91
2627,Insectivora,Soricidae,Myosorex,eisentrauti,Myosorex_eisentrauti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,3.62,3.31,3.46,8.8,8.47,8.64,10,37.65,10,0.15,NA,NA,NA,NA
2628,Insectivora,Soricidae,Myosorex,geata,Myosorex_geata,NA,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2470,-6.8,-7.45,-7.12,37.88,37.42,37.65,32,34.24,32,0.15,67,241,1004.99,1484
2629,Insectivora,Soricidae,Myosorex,longicaudatus,Myosorex_longicaudatus,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2521,-33.86,-34.1,-33.98,24.01,22.25,23.13,9,22.88,9,0.08,72.75,137.5,682.5,1187.75
2630,Insectivora,Soricidae,Myosorex,okuensis,Myosorex_okuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12051,6.46,4.68,5.57,10.7,9.49,10.1,13,84.43,13,0.08,216.66,223.1,1238.11,1496.64
2631,Insectivora,Soricidae,Myosorex,rumpii,Myosorex_rumpii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,5.09,4.82,4.95,9.53,9.13,9.33,32,55.74,32,0.08,266.24,236.5,1264,1552.49
2632,Insectivora,Soricidae,Myosorex,schalleri,Myosorex_schalleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,-3.09,-3.22,-3.16,28.6,28.48,28.54,30,73,30,0.26,93,166.5,1482.5,1616
2633,Insectivora,Soricidae,Myosorex,sclateri,Myosorex_sclateri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5022,-28.24,-28.83,-28.53,32.4,31.12,31.76,37,69.3,37,0.1,88.2,199.38,1156.82,1413.12
2634,Insectivora,Soricidae,Myosorex,tenuis,Myosorex_tenuis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98496,-23.96,-27.72,-25.84,31.85,28.12,29.98,3,66.24,7,0.12,65.36,171.95,879.72,1220.56
2635,Insectivora,Soricidae,Myosorex,varius,Myosorex_varius,2,11.6,NA,NA,16.5,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2.9,2,12,1,NA,1680,NA,NA,2,NA,1,3,20.99,NA,NA,NA,NA,NA,NA,532837,-23.89,-34.83,-29.36,32.87,17.06,24.97,0,55.22,1,0.1,49.41,157.53,702.27,1147.82
2636,Rodentia,Muridae,Myospalax,aspalax,Myospalax_aspalax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333938,51.27,43.75,47.51,130.65,102.8,116.72,1,44.59,1,0.02,28.29,-11.34,394.01,519.92
2637,Rodentia,Muridae,Myospalax,epsilanus,Myospalax_epsilanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462138,48.98,42.56,45.77,136.89,124.53,130.71,1,87.34,1,0.02,48.56,6.5,545.49,570.31
2638,Rodentia,Muridae,Myospalax,fontanierii,Myospalax_fontanierii,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952909,41.36,27.81,34.58,120.49,98.49,109.49,0,147.9,2,0.05,54.39,41.47,557.49,806.04
2639,Rodentia,Muridae,Myospalax,myospalax,Myospalax_myospalax,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327057,58.45,46.1,52.28,86.92,80.46,83.69,1,15.98,1,0.02,30.1,-8.48,377.12,491.5
2640,Rodentia,Muridae,Myospalax,psilurus,Myospalax_psilurus,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146055,51.08,33.98,42.53,132.33,113.7,123.02,1,211.14,4,0.04,41.37,38.16,538.64,655.06
2641,Rodentia,Muridae,Myospalax,rothschildi,Myospalax_rothschildi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119023,34.49,30.77,32.63,112.22,107.38,109.8,61,221.1,80,0.05,65.09,114.49,809.25,908.21
2642,Rodentia,Muridae,Myospalax,smithii,Myospalax_smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132162,36.42,32.82,34.62,107.33,103,105.16,8,132.9,14,0.06,44.26,66.94,583.37,814.39
2643,Chiroptera,Vespertilionidae,Myotis,abei,Myotis_abei,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.23,NA,NA,NA,5,48.64,48.61,48.63,142.81,142.78,142.8,8,8,8,-0.11,52,-9,NA,NA
2644,Chiroptera,Vespertilionidae,Myotis,adversus,Myotis_adversus,NA,10.4,39.84,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,2.5,NA,NA,NA,NA,NA,210.14,NA,NA,2,3,57.04,NA,NA,NA,NA,NA,NA,2387373,25.29,-39.13,-6.92,167.83,100.03,133.93,0,90.23,0,0.1,144.74,223.14,1083.5,1558.79
2645,Chiroptera,Vespertilionidae,Myotis,aelleni,Myotis_aelleni,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.56,NA,NA,NA,23827,-40.76,-42.8,-41.78,-70.41,-72.13,-71.27,0,3.86,0,0.08,54.47,57.28,538.09,740.63
2646,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis_albescens,NA,5.65,36,NA,NA,NA,NA,NA,NA,NA,93.3,1,NA,NA,NA,0.98,2.5,NA,NA,NA,NA,NA,175.58,NA,NA,2,NA,30.2,NA,NA,NA,NA,NA,NA,14769379,18.66,-37.84,-9.59,-34.79,-94.81,-64.8,0,25.67,0,0.11,145.37,232.23,1260.9,1493.18
2647,Chiroptera,Vespertilionidae,Myotis,altarium,Myotis_altarium,NA,11,44.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1128465,31.88,18.98,25.43,118.41,99.19,108.8,9,260.25,46,0.06,111.91,155.23,994.01,1071.24
2648,Chiroptera,Vespertilionidae,Myotis,annectans,Myotis_annectans,NA,9.76,44.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,559249,27.5,17.8,22.65,101.04,88.3,94.67,5,196.79,10,0.08,153.12,216.5,1051.45,1366.12
2649,Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis_atacamensis,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.25,NA,NA,NA,469817,-12.4,-32.46,-22.43,-67,-76.51,-71.75,0,9.7,0,0.06,12.15,25.18,238.54,1207.79
2650,Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis_auriculus,NA,37.7,37.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,38,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,619855,35.37,19.78,27.58,-97.5,-112.32,-104.91,0,20.29,0,0.12,38.01,166.15,600.7,1286.03
2651,Chiroptera,Vespertilionidae,Myotis,australis,Myotis_australis,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,Chiroptera,Vespertilionidae,Myotis,austroriparius,Myotis_austroriparius,NA,7.29,37.99,NA,NA,365,NA,NA,NA,NA,NA,1,NA,NA,NA,1.94,1,72,1.12,NA,NA,NA,192.17,NA,NA,2,NA,47.01,NA,NA,NA,NA,NA,NA,873318,39.51,26.78,33.14,-77.14,-95.76,-86.45,1,43.91,6,0.05,102.72,178.18,998.26,1108.45
2653,Chiroptera,Vespertilionidae,Myotis,bechsteini,Myotis_bechsteini,NA,9.46,42,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,252,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2326534,53.88,36.65,45.26,44.73,-9.29,17.72,3,139.51,18,0.01,61.16,85.35,515.69,603.2
2654,Chiroptera,Vespertilionidae,Myotis,blythii,Myotis_blythii,NA,22.1,58.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,237.99,NA,NA,NA,NA,364.99,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5997677,53.33,23.76,38.55,120.21,-8.85,55.68,0,117.67,4,0.06,44.93,112.93,447.34,937.31
2655,Chiroptera,Vespertilionidae,Myotis,bocagei,Myotis_bocagei,NA,7.87,37.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,12300214,16.04,-24.85,-4.4,51.8,-16.82,17.48,0,36.25,1,0.14,103.1,238.74,1005.03,1559.8
2656,Chiroptera,Vespertilionidae,Myotis,bombinus,Myotis_bombinus,NA,NA,39.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.91,NA,NA,NA,662214,48.22,30.98,39.6,145.82,123.95,134.89,1,221.64,4,0.01,95.43,51.43,649.5,707.13
2657,Chiroptera,Vespertilionidae,Myotis,brandti,Myotis_brandti,NA,5.3,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,10341787,66.02,36.01,51.02,143.94,-9.49,67.22,0,74.21,1,0.01,45.44,42.96,412.53,528
2658,Chiroptera,Vespertilionidae,Myotis,californicus,Myotis_californicus,NA,4.39,33.14,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,1,180,NA,NA,NA,NA,NA,NA,NA,2,3,91.21,NA,NA,NA,NA,NA,NA,3994128,56.4,15.64,36.02,-91.88,-131.42,-111.65,0,35.18,0,0.1,45.05,124.62,479.42,1039.29
2659,Chiroptera,Vespertilionidae,Myotis,capaccinii,Myotis_capaccinii,NA,8.14,39.99,NA,NA,NA,NA,NA,1,NA,54.99,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,328.99,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1758634,47.44,27.03,37.23,62.29,-6.26,28.01,0,114.17,7,0.05,47.13,125.18,431.11,972.93
2660,Chiroptera,Vespertilionidae,Myotis,chiloensis,Myotis_chiloensis,NA,NA,37.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,8.56,NA,NA,NA,562839,-28.53,-55.51,-42.02,-68.43,-75.71,-72.07,0,4.73,0,0.02,258.8,68.11,238.57,644.31
2661,Chiroptera,Vespertilionidae,Myotis,chinensis,Myotis_chinensis,NA,42,64.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1209408,28.57,17.35,22.96,119.95,97.61,108.78,1,241.48,46,0.06,118.99,156.31,1046.22,1163.47
2662,Chiroptera,Vespertilionidae,Myotis,cobanensis,Myotis_cobanensis,NA,NA,41.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,295,15.56,15.39,15.47,-90.28,-90.45,-90.36,63,80.02,63,0.2,139.92,203.46,1481.98,1616.97
2663,Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis_dasycneme,NA,15.1,45.49,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,234,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,6606862,65.1,44.57,54.84,125.67,4.1,64.89,0,56.05,1,0.00518,43.12,28.93,387.58,427.69
2664,Chiroptera,Vespertilionidae,Myotis,daubentoni,Myotis_daubentoni,NA,7.56,36.58,44.43,NA,NA,NA,NA,2,NA,55.21,1,NA,NA,NA,1,1,336,2,29.2,NA,NA,323.18,NA,NA,2,3,35.61,5.5,NA,NA,NA,NA,NA,15745300,63.01,18.16,40.58,145.82,-10.47,67.67,0,78.32,0,0.01,53.21,30.99,472.01,565.91
2665,Chiroptera,Vespertilionidae,Myotis,dominicensis,Myotis_dominicensis,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.23,NA,NA,NA,2248,16.51,15.2,15.85,-61.16,-61.8,-61.48,89,197.45,89,0.05,NA,NA,NA,NA
2666,Chiroptera,Vespertilionidae,Myotis,elegans,Myotis_elegans,NA,4.18,33,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,669104,23.33,9.59,16.46,-83.13,-100.06,-91.59,2,63.95,4,0.15,151.31,234.87,1287.81,1625.37
2667,Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis_emarginatus,NA,7.5,39.99,NA,NA,547.5,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,1,216,NA,NA,NA,NA,348.41,NA,NA,2,NA,42.27,NA,NA,NA,NA,NA,NA,3765087,53.39,23.21,38.3,73.14,-9.32,31.91,0,118.77,6,0.04,48.03,97.72,440.36,748.8
2668,Chiroptera,Vespertilionidae,Myotis,evotis,Myotis_evotis,NA,6.86,37.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,1,NA,1.22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3119769,54.76,25.49,40.12,-102.53,-127.89,-115.21,0,21.49,0,0.08,36.24,60.78,363.99,788.12
2669,Chiroptera,Vespertilionidae,Myotis,findleyi,Myotis_findleyi,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.02,NA,NA,NA,399,21.71,21.25,21.48,-106.2,-106.66,-106.43,7,7,7,0,NA,NA,NA,NA
2670,Chiroptera,Vespertilionidae,Myotis,formosus,Myotis_formosus,NA,7.07,48.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3602430,54.34,-8.84,22.74,133.24,62.64,97.94,1,285.66,9,0.08,131.68,165.44,966.21,1190.37
2671,Chiroptera,Vespertilionidae,Myotis,fortidens,Myotis_fortidens,NA,4.37,37,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,470952,30.96,14.58,22.77,-91.17,-111.26,-101.21,1,49.76,3,0.08,90.99,218.23,965.18,1535.38
